City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kokpekty,48.75,82.4,-13.07,81,0,1.17,KZ,1742152804
364,muromtsevo,56.3724,75.2418,0.92,99,100,3.75,RU,1742152947
365,ta`u,-14.2336,-169.5144,28.58,75,31,7.08,AS,1742152948
366,cockburn town,21.4612,-71.1419,24.66,70,7,4.84,TC,1742152796
367,ulsteinvik,62.3432,5.8487,1.28,87,53,0.45,NO,1742152951
368,ad dilinjat,30.8279,30.5363,18.3,47,0,3.61,EG,1742152952
369,belyy yar,53.6039,91.3903,-7.06,86,100,2.0,RU,1742152954
370,wanlaweyn,2.6185,44.8938,27.88,68,53,8.32,SO,1742152955
371,playa del ingles,27.7567,-15.5787,19.86,75,1,0.45,ES,1742152957
372,faya-largeau,17.9257,19.1043,28.57,6,100,4.95,TD,1742152958
373,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-15.44,97,10,2.55,RU,1742152960
374,corumba,-19.0092,-57.6533,35.95,38,20,2.57,BR,1742152962
375,broome,42.2506,-75.833,19.79,74,100,7.6,US,1742152963
376,peace river,56.2501,-117.286,-8.83,73,100,2.06,CA,1742152964
377,bacliff,29.5069,-94.9924,24.49,24,0,5.14,US,1742152965
378,choyr,46.3611,108.3611,-7.51,67,1,3.37,MN,1742152967
379,solleftea,63.1667,17.2667,-2.08,87,4,2.35,SE,1742152968
380,moree,-29.4667,149.85,23.2,35,100,1.62,AU,1742152973
381,idri,27.5,13.2667,29.45,14,19,4.48,LY,1742152804
382,nyurba,63.2842,118.3319,-5.67,96,100,2.61,RU,1742152976
383,san luis de la loma,17.2706,-100.8939,29.41,53,8,4.72,MX,1742152977
384,falenki,58.3613,51.5946,-15.86,100,66,1.05,RU,1742152978
385,impfondo,1.6381,18.0667,23.31,80,81,1.21,CG,1742152982
386,torrevieja,37.9787,-0.6822,15.7,70,74,1.34,ES,1742152983
387,howard springs,-12.497,131.047,24.95,100,99,2.04,AU,1742152985
388,betioky,-23.7167,44.3833,20.0,75,0,4.91,MG,1742152986
389,kendari,-3.945,122.4989,24.28,95,100,2.05,ID,1742152987
390,goz beida,13.95,20.55,27.56,9,3,5.04,TD,1742152989
391,coeur d'alene,47.6777,-116.7805,5.98,83,100,8.75,US,1742152991
392,suva,-18.1416,178.4415,24.71,100,75,0.51,FJ,1742152459
393,kadhan,24.481,68.9859,25.86,22,0,3.25,PK,1742152996
394,bengkulu,-3.8004,102.2655,24.82,89,100,1.4,ID,1742152997
395,yuzhno-kurilsk,44.0306,145.8556,-2.77,94,100,10.15,RU,1742152998
396,horsham,51.064,-0.3272,6.85,68,75,3.6,GB,1742153000
397,boguchany,58.3814,97.4531,-10.03,100,97,1.84,RU,1742153001
398,ilhabela,-23.7781,-45.3581,24.46,87,100,1.48,BR,1742152850
399,warud,21.4667,78.2667,28.85,24,0,5.21,IN,1742153004
400,mount isa,-20.7333,139.5,22.87,78,53,0.0,AU,1742153005
401,usogorsk,63.4106,48.6872,-1.91,96,100,4.08,RU,1742153007
402,portland,45.5234,-122.6762,8.46,93,100,2.57,US,1742152905
403,shiguai,40.7058,110.2856,-2.32,31,2,5.51,CN,1742153010
404,saint-pierre,-21.3393,55.4781,28.82,70,75,5.14,RE,1742152824
405,richards bay,-28.783,32.0377,20.83,74,100,3.63,ZA,1742153014
406,lae,-6.7221,146.9847,22.15,89,100,2.29,PG,1742153016
407,west monroe,32.5185,-92.1476,17.0,27,0,6.69,US,1742152818
408,rudbar,30.15,62.6,19.48,17,0,2.07,AF,1742153019
409,benguela,-12.5763,13.4055,26.74,84,99,3.04,AO,1742153020
410,hithadhoo,-0.6,73.0833,28.55,66,7,3.16,MV,1742153022
411,sidhi,24.4167,81.8833,25.25,31,5,1.36,IN,1742152864
412,puerto aysen,-45.4,-72.7,12.31,99,100,2.18,CL,1742153024
413,sarykemer,43.0,71.5,6.71,38,20,0.82,KZ,1742153025
414,mitu,1.1983,-70.1733,29.43,69,91,0.33,CO,1742153027
415,kailua-kona,19.6406,-155.9956,26.44,71,0,2.57,US,1742153029
416,port-vila,-17.7338,168.3219,23.78,94,100,4.12,VU,1742153030
417,pacific grove,36.6177,-121.9166,16.32,75,20,5.14,US,1742152742
418,zheleznogorsk,52.331,35.3711,-0.36,67,7,2.71,RU,1742153033
419,gurupi,-11.7292,-49.0686,28.29,75,100,3.03,BR,1742152766
420,remire-montjoly,4.9167,-52.2667,31.02,62,40,6.69,GF,1742153037
421,kampen,52.555,5.9111,6.67,81,95,3.0,NL,1742153038
422,ivdel',60.6911,60.4206,-9.21,96,12,1.41,RU,1742153039
423,galdakao,43.2333,-2.8333,8.05,62,20,4.92,ES,1742153041
424,novovarshavka,54.1721,74.6946,0.69,95,100,4.53,RU,1742153042
425,khorramabad,33.4878,48.3558,10.79,50,0,2.06,IR,1742153044
426,parabel',58.6978,81.4825,-1.12,96,100,4.94,RU,1742153045
427,katsuura,35.1333,140.3,12.37,70,3,14.22,JP,1742153047
428,banamba,13.55,-7.45,35.89,18,100,3.08,ML,1742153048
429,san matias,-16.3667,-58.4,38.15,30,22,1.58,BO,1742153049
430,fedorovka,53.6314,62.7078,1.78,98,100,6.71,KZ,1742153051
431,la rioja,42.25,-2.5,1.88,91,93,1.05,ES,1742153052
432,gilgit,35.9221,74.3087,-0.22,47,0,1.88,PK,1742152804
433,gisborne,-38.6533,178.0042,16.67,82,0,3.59,NZ,1742153055
434,enriquillo,17.9,-71.2333,26.14,70,68,2.94,DO,1742153057
435,vila velha,-20.3297,-40.2925,27.97,78,75,5.14,BR,1742152764
436,sal rei,16.1833,-22.9167,22.11,73,20,10.29,CV,1742153060
437,barkhan,29.8977,69.5256,15.18,40,0,1.4,PK,1742153061
438,cova figueira,14.8905,-24.2934,17.0,75,5,7.97,CV,1742153063
439,east falmouth,41.5784,-70.5586,16.06,82,96,4.92,US,1742153064
440,zhangjiakou shi xuanhua qu,40.6103,115.0447,-0.35,55,100,6.45,CN,1742153065
441,arno,60.1167,18.6333,-0.4,63,4,7.8,SE,1742153067
442,norfolk,42.1668,-71.2495,21.4,70,100,3.13,US,1742153068
443,tortoli,39.9256,9.6572,10.63,63,0,1.79,IT,1742153070
444,hirson,49.9226,4.0826,3.3,75,8,4.76,FR,1742153073
445,corning,42.1428,-77.0547,17.18,83,100,11.08,US,1742153075
446,rawson,-43.3002,-65.1023,22.16,40,0,4.63,AR,1742153076
447,barcelos,41.5388,-8.6151,8.77,75,54,1.19,PT,1742153078
448,cabo san lucas,22.8909,-109.9124,23.75,43,40,6.69,MX,1742153080
449,cheyyur,12.3495,80.003,27.1,81,5,3.22,IN,1742153081
450,kayangel,8.0823,134.7173,27.55,72,100,1.1,PW,1742153083
451,lospalos,-8.5186,127.0025,22.6,92,100,0.6,TL,1742153084
452,quellon,-43.1167,-73.6167,14.69,75,100,3.18,CL,1742153086
453,bonthe,7.5264,-12.505,25.89,75,76,5.27,SL,1742153087
454,nar'yan-mar,67.6713,53.087,-8.32,86,10,10.05,RU,1742153088
455,tokmak,47.2514,35.7058,11.55,72,100,4.35,UA,1742153092
456,beau vallon,-20.4189,57.6953,28.13,74,20,1.03,MU,1742153093
457,kidal,18.4411,1.4078,34.05,9,5,3.35,ML,1742153095
458,opuwo,-18.0607,13.84,21.24,82,100,2.56,NA,1742153096
459,marrakesh,31.6315,-8.0083,18.04,45,40,2.06,MA,1742153098
460,rybnoye,54.7256,39.5119,-2.0,75,0,3.49,RU,1742153099
461,piacabucu,-10.4056,-36.4344,28.76,66,100,5.95,BR,1742153100
462,srikakulam,18.3,83.9,24.43,82,0,3.04,IN,1742153102
463,camana,-16.6228,-72.7111,23.48,77,100,4.13,PE,1742153018
464,labrador city,52.9463,-66.9114,-3.05,86,100,5.14,CA,1742153105
465,san pedro pochutla,15.7333,-96.4667,32.62,34,0,4.32,MX,1742153107
466,salanso,12.1833,-4.0833,37.78,16,13,3.61,BF,1742153108
467,markapur,15.7333,79.2833,24.27,60,0,1.44,IN,1742153109
468,urangan,-25.3,152.9,23.37,77,100,1.16,AU,1742153111
469,lagunas,-5.2269,-75.6753,23.97,90,100,1.48,PE,1742152983
470,marathon,44.9,-89.7668,0.74,47,0,9.26,US,1742153116
471,ixtapa,20.7,-105.2,23.57,57,20,5.14,MX,1742153117
472,kuanda,56.3161,116.0806,-12.84,97,100,0.29,RU,1742153118
473,santa marinella,42.0345,11.8536,9.18,83,8,5.81,IT,1742153121
474,nadi,-17.8,177.4167,24.0,88,75,0.51,FJ,1742153124
475,torghay,49.6339,63.4981,1.84,83,83,4.38,KZ,1742153126
476,salekhard,66.53,66.6019,-5.87,90,100,6.53,RU,1742153127
477,sitka,57.0531,-135.33,1.94,48,0,2.57,US,1742152926
478,greenland,43.0362,-70.8328,19.05,79,100,5.14,US,1742153130
479,plesetsk,62.708,40.2916,-10.32,95,100,3.12,RU,1742153131
480,sosnovo-ozerskoye,52.5249,111.5418,-20.1,100,44,1.24,RU,1742153133
481,shizunai-furukawacho,42.3339,142.3669,1.44,69,100,6.77,JP,1742153135
482,the bottom,17.6259,-63.2492,24.03,67,0,3.13,BQ,1742153136
483,frutal,-20.0247,-48.9406,25.55,80,94,6.42,BR,1742153137
484,pariaman,-0.619,100.12,23.03,87,100,2.23,ID,1742153139
485,celestun,20.8667,-90.4,28.16,76,17,5.21,MX,1742153140
486,chechelnyk,48.2127,29.3599,6.87,63,100,2.83,UA,1742153142
487,maceio,-9.6658,-35.7353,30.69,62,20,6.69,BR,1742152995
488,menongue,-14.6585,17.691,19.15,91,100,1.88,AO,1742153144
489,atripalda,40.9158,14.8246,8.4,84,19,2.68,IT,1742153145
490,nadym,65.5333,72.5167,-9.82,89,16,6.46,RU,1742153147
491,yanchep,-31.55,115.6833,20.11,53,0,6.59,AU,1742153148
492,vernon,50.2581,-119.2691,5.97,83,22,1.03,CA,1742153151
493,karamay,45.6004,84.8661,0.52,40,0,0.78,CN,1742153153
494,laguna,38.421,-121.4238,16.8,59,0,6.69,US,1742152961
495,west point,33.6076,-88.6503,16.04,52,20,7.2,US,1742152902
496,sandnessjoen,66.0217,12.6316,2.06,60,75,3.6,NO,1742153157
497,onguday,50.75,86.15,-9.58,91,42,1.28,RU,1742153024
498,alofi,-19.0595,-169.9187,26.94,94,20,3.09,NU,1742153160
499,sambava,-14.2667,50.1667,26.46,88,23,1.28,MG,1742153164
500,tazovsky,67.4667,78.7,-11.73,90,20,6.2,RU,1742153165
501,grande prairie,55.1667,-118.8027,-7.9,67,40,1.03,CA,1742153052
502,teofilo otoni,-17.8575,-41.5053,32.53,37,55,3.96,BR,1742153116
503,sao luiz gonzaga,-28.4083,-54.9608,32.74,18,0,2.84,BR,1742153169
504,touros,-5.1989,-35.4608,28.08,72,30,4.69,BR,1742152902
505,graaff-reinet,-32.2522,24.5308,21.62,76,86,4.82,ZA,1742153172
506,bouarfa,32.53,-1.95,15.44,26,100,2.46,MA,1742153173
507,tambopata,-12.7333,-69.1833,25.94,94,40,2.06,PE,1742153175
508,lent'ekhi,42.7856,42.7261,10.25,65,90,3.3,GE,1742153176
509,kerikeri,-35.2268,173.9474,17.17,91,100,0.95,NZ,1742153177
510,machachi,-0.5,-78.5667,16.1,76,55,1.39,EC,1742153179
511,jian'ou,27.0469,118.3253,7.09,82,100,1.29,CN,1742153181
512,antsiranana,-12.2787,49.2917,26.29,85,14,3.54,MG,1742153183
513,tromso,69.6496,18.957,-0.99,74,100,8.72,NO,1742153184
514,gaspe,48.8334,-64.4819,2.12,80,100,3.6,CA,1742153162
515,muynoq,43.7683,59.0214,15.69,28,100,3.01,UZ,1742153187
516,siniscola,40.5719,9.6922,7.89,67,0,2.23,IT,1742153189
517,tateyama,34.9833,139.8667,12.41,60,6,14.7,JP,1742153191
518,tralee,52.2704,-9.7026,7.06,67,100,2.83,IE,1742153193
519,medicine hat,50.0501,-110.6683,-2.1,76,100,2.06,CA,1742153195
520,mokhsogollokh,61.4681,128.9203,-27.71,100,100,0.76,RU,1742153196
521,kemin,42.7846,75.6892,4.22,53,57,2.87,KG,1742153199
522,zapala,-38.8992,-70.0544,25.58,7,100,5.23,AR,1742153023
523,bingen am rhein,49.9667,7.9,7.43,58,0,2.56,DE,1742153202
524,crepy-en-valois,49.2336,2.8881,7.84,57,26,4.58,FR,1742153203
525,east london,-33.0153,27.9116,22.72,79,45,5.17,ZA,1742153063
526,suihua,46.6406,126.9969,-8.18,68,16,2.6,CN,1742153206
527,mont-laurier,46.5501,-75.4993,11.49,95,100,7.04,CA,1742153207
528,stranraer,54.9023,-5.0273,7.84,72,100,2.18,GB,1742153208
529,cabedelo,-6.9811,-34.8339,25.37,77,13,5.41,BR,1742153210
530,robertson,36.5167,-86.8667,8.0,98,75,3.6,US,1742153211
531,ardestan,33.3761,52.3694,16.79,19,100,1.71,IR,1742153212
532,cidreira,-30.1811,-50.2056,23.74,73,43,6.19,BR,1742153214
533,galesong,-5.3166,119.3661,25.31,86,100,2.05,ID,1742153215
534,lulea,65.5842,22.1547,-1.96,43,0,5.14,SE,1742153116
535,paracuru,-3.41,-39.0306,28.33,73,30,2.99,BR,1742153218
536,iida,35.5197,137.8207,3.91,89,100,1.89,JP,1742153219
